rf,1,0,3,1,28,7699999,18928537046,3300001,591379467,0.5860422466538646,0.601512186297794,73.135
rf,1,1,3,1,28,7699999,20709318000,3300001,412097000,0.5860422466538646,0.601512186297794,135.19
rf,1,0,3,2,28,7699999,19629900275,3300001,741521781,0.6019889084882095,0.6028870370653086,73.604
rf,1,1,3,2,28,7699999,22166360000,3300001,584170000,0.6019889084882095,0.6028870370653086,136.396
rf,1,0,3,4,28,7699999,21198210614,3300001,1015482808,0.596749213106299,0.6092576629356133,75.564
rf,1,1,3,4,28,7699999,25144877000,3300001,860813000,0.596749213106299,0.6092576629356133,140.193
rf,1,0,3,8,28,7699999,24428583542,3300001,1618177298,0.6198722364023526,0.646415574073454,78.62
rf,1,1,3,8,28,7699999,30568708000,3300001,1518998000,0.6198722364023526,0.646415574073454,146.065
rf,1,0,3,16,28,7699999,30930824877,3300001,2787717866,0.6315252631741627,0.6473416401196497,85.485
rf,1,1,3,16,28,7699999,41403748000,3300001,2758555000,0.6315252631741627,0.6473416401196497,158.252
rf,1,0,3,32,28,7699999,43620178960,3300001,5081393925,0.6313040511199846,0.6473663425207073,98.593
rf,1,1,3,32,28,7699999,63362967000,3300001,5214203000,0.6313040511199846,0.6473663425207073,182.251
rf,1,0,3,64,28,7699999,68055265433,3300001,9658526092,0.6374167765403708,0.6539363301187837,123.757
rf,1,1,3,64,28,7699999,107721775000,3300001,10011925000,0.6374167765403708,0.6539363301187837,232.461
rf,1,0,3,128,28,7699999,117830157768,3300001,18936468477,0.639093745729168,0.6579919365547396,175.178
rf,1,1,3,128,28,7699999,195479762000,3300001,20380135000,0.639093745729168,0.6579919365547396,329.216
