epochs,num_clients,batch_size,sgx,ssl,median,mean,max,min,train_test_time,fl_time
5,16,32,1,0,6.6282303859479725,6.63462808020995,7.061845752876252,6.184020973276347,9.369302857201546,16.003930937411496
5,16,32,1,1,7.1231875703670084,7.08375462917611,7.6334674139507115,6.510996696539223,9.34520883107325,16.42896346024936
