,sgx,percent_train,model,max_depth,MiB,num_features,num_rows,train_time,cpu_time,percent_spent,function,time_in_func
239,1,70,dt,3,1644,28,7699999,113417233000,228.031,0.0052,__pyx_fuse_0__pyx_f_7sklearn_4tree_9_splitter_node_split_best,1.1857612
240,1,80,dt,3,1879,28,8800000,133727121000,246.923,0.276,__pyx_f_7sklearn_4tree_10_criterion_23ClassificationCriterion_update,68.15074800000001
241,1,80,dt,3,1879,28,8800000,133727121000,246.923,0.1874,__pyx_f_7sklearn_4tree_9_splitter_introsort,46.2733702
242,1,80,dt,3,1879,28,8800000,133727121000,246.923,0.1686,memset,41.6312178
243,1,80,dt,3,1879,28,8800000,133727121000,246.923,0.076,tokenize_bytes,18.766148
244,1,80,dt,3,1879,28,8800000,133727121000,246.923,0.0498,precise_xstrtod,12.2967654
245,1,80,dt,3,1879,28,8800000,133727121000,246.923,0.0492,memcpy,12.1486116
246,1,80,dt,3,1879,28,8800000,133727121000,246.923,0.032,sgx_copy_to_enclave_verified,7.901536
247,1,80,dt,3,1879,28,8800000,133727121000,246.923,0.0225,__pyx_f_7sklearn_4tree_9_splitter_16DensePartitioner_sort_samples_and_feature_values,5.5557675
248,1,80,dt,3,1879,28,8800000,133727121000,246.923,0.0131,0x0000000000050500,3.2346913
249,1,80,dt,3,1879,28,8800000,133727121000,246.923,0.0127,_ZN4daal15data_management8internal11splitColumnIdiLNS_7CpuTypeE6EEENS_8services10interface16StatusERKNS5_9SharedPtrINS0_10interface112NumericTableEEESC_SC_PKT0_SF_mmmm,3.1359220999999997
250,1,80,dt,3,1879,28,8800000,133727121000,246.923,0.0097,mbedtls_internal_sha256_process,2.3951531
251,1,80,dt,3,1879,28,8800000,133727121000,246.923,0.0091,__pyx_f_7sklearn_4tree_10_criterion_23ClassificationCriterion_init,2.2469993
252,1,80,dt,3,1879,28,8800000,133727121000,246.923,0.0073,_Z11aquicksort_IN3npy10double_tagEdEiPT0_Pll,1.8025379000000001
253,1,80,dt,3,1879,28,8800000,133727121000,246.923,0.0073,__memmove_evex_unaligned_erms,1.8025379000000001
254,1,80,dt,3,1879,28,8800000,133727121000,246.923,0.0044,0x0000000000050a0e,1.0864612
255,1,90,dt,3,2114,28,9900000,154535586000,269.033,0.3,__pyx_f_7sklearn_4tree_10_criterion_23ClassificationCriterion_update,80.7099
256,1,90,dt,3,2114,28,9900000,154535586000,269.033,0.1931,__pyx_f_7sklearn_4tree_9_splitter_introsort,51.9502723
257,1,90,dt,3,2114,28,9900000,154535586000,269.033,0.161,memset,43.314313000000006
258,1,90,dt,3,2114,28,9900000,154535586000,269.033,0.0712,tokenize_bytes,19.1551496
259,1,90,dt,3,2114,28,9900000,154535586000,269.033,0.0451,precise_xstrtod,12.133388300000002
260,1,90,dt,3,2114,28,9900000,154535586000,269.033,0.0426,memcpy,11.460805800000001
261,1,90,dt,3,2114,28,9900000,154535586000,269.033,0.0275,sgx_copy_to_enclave_verified,7.3984075
262,1,90,dt,3,2114,28,9900000,154535586000,269.033,0.0239,__pyx_f_7sklearn_4tree_9_splitter_16DensePartitioner_sort_samples_and_feature_values,6.4298887
263,1,90,dt,3,2114,28,9900000,154535586000,269.033,0.0129,0x0000000000050500,3.4705257
264,1,90,dt,3,2114,28,9900000,154535586000,269.033,0.0118,_ZN4daal15data_management8internal11splitColumnIdiLNS_7CpuTypeE6EEENS_8services10interface16StatusERKNS5_9SharedPtrINS0_10interface112NumericTableEEESC_SC_PKT0_SF_mmmm,3.1745894
265,1,90,dt,3,2114,28,9900000,154535586000,269.033,0.0104,__pyx_f_7sklearn_4tree_10_criterion_23ClassificationCriterion_init,2.7979432
266,1,90,dt,3,2114,28,9900000,154535586000,269.033,0.0089,mbedtls_internal_sha256_process,2.3943937
267,1,90,dt,3,2114,28,9900000,154535586000,269.033,0.0068,_Z11aquicksort_IN3npy10double_tagEdEiPT0_Pll,1.8294244
268,1,90,dt,3,2114,28,9900000,154535586000,269.033,0.0065,__memmove_evex_unaligned_erms,1.7487145
269,1,90,dt,3,2114,28,9900000,154535586000,269.033,0.0038,__pyx_fuse_0__pyx_f_7sklearn_4tree_9_splitter_node_split_best,1.0223254000000002
