22,1,24,32,1,1,62006,9.416496232151985,0.012498701922595501,13.296243821270764
24,1,24,32,1,1,62006,9.424792345613241,0.01225132867693901,13.301959075964987
6,1,24,32,1,1,62006,9.38605884835124,0.012457233853638172,13.296613574028015
18,1,24,32,1,1,62006,9.406042521819472,0.012500873766839504,13.302084926515818
23,1,24,32,1,1,62006,9.420891522429883,0.012646925635635853,13.310086803510785
11,1,24,32,1,1,62006,9.418326258659363,0.012532959692180157,13.310290299355984
20,1,24,32,1,1,62006,9.398614196106791,0.012576973997056484,13.310265522450209
8,1,24,32,1,1,62006,9.391754533164203,0.012419634498655796,13.310550348833203
21,1,24,32,1,1,62006,9.421225298196077,0.012162696570158005,13.310628578066826
16,1,24,32,1,1,62006,9.3799720518291,0.012486563995480537,13.311475898139179
13,1,24,32,1,1,62006,9.398441492579877,0.012573405168950558,13.310641053132713
19,1,24,32,1,1,62006,9.419802384451032,0.012583274394273758,13.311530010774732
10,1,24,32,1,1,62006,9.394355779513717,0.012091937474906445,13.328385954722762
1,1,24,32,1,1,62006,9.38784829992801,0.012600870802998543,13.328592064790428
3,1,24,32,1,1,62006,9.411845060996711,0.01229783520102501,13.328228082507849
17,1,24,32,1,1,62006,9.37862622179091,0.012193387374281883,13.328745677135885
4,1,24,32,1,1,62006,9.383752421475947,0.013216703198850155,13.328575353138149
7,1,24,32,1,1,62006,9.384728136472404,0.01178654469549656,13.328955868259072
15,1,24,32,1,1,62006,9.390149503946304,0.012667438946664333,13.328941126354039
9,1,24,32,1,1,62006,9.400642259046435,0.012554972432553768,13.329536833800375
5,1,24,32,1,1,62006,9.407526805996895,0.012246094644069672,13.328934095799923
14,1,24,32,1,1,62006,9.380161963403225,0.013304824940860271,13.328635165467858
2,1,24,32,1,1,62006,9.381486325524747,0.01177876815199852,13.366872489452362
12,1,24,32,1,1,62006,9.378421170637012,0.013394012115895748,13.329003716818988
22,1,24,32,0,1,62006,9.27902927994728,0.012539850547909737,9.734516095370054
24,1,24,32,0,1,62006,9.33285362739116,0.012218835763633251,9.73090904019773
11,1,24,32,0,1,62006,9.333806791342795,0.012554481625556946,9.73117521777749
19,1,24,32,0,1,62006,9.31226316280663,0.011819975450634956,9.751868343912065
13,1,24,32,0,1,62006,9.309396144933999,0.012662733905017376,9.731502482667565
3,1,24,32,0,1,62006,9.339615311473608,0.01238043699413538,9.73513963073492
23,1,24,32,0,1,62006,9.272076670080423,0.0126053337007761,9.735435937531292
10,1,24,32,0,1,62006,9.34712253138423,0.012721188366413116,9.734892349690199
8,1,24,32,0,1,62006,9.315076797269285,0.012382516637444496,9.734988508746028
15,1,24,32,0,1,62006,9.311877924017608,0.012023643590509892,9.751848368905485
12,1,24,32,0,1,62006,9.304697162471712,0.01255876012146473,9.751875642687082
18,1,24,32,0,1,62006,9.316016575321555,0.012347868643701077,9.735148473642766
16,1,24,32,0,1,62006,9.269010975025594,0.0120373060926795,9.751919519156218
21,1,24,32,0,1,62006,9.331840776838362,0.012477122247219086,9.735394785180688
14,1,24,32,0,1,62006,9.276349331252277,0.012490916065871716,9.751972127705812
4,1,24,32,0,1,62006,9.301088686101139,0.011931932531297207,9.753232494927943
6,1,24,32,0,1,62006,9.304051862098277,0.012290321290493011,9.751937980763614
20,1,24,32,0,1,62006,9.291150517761707,0.012554672546684742,9.752311592921615
5,1,24,32,0,1,62006,9.292060031555593,0.012512234970927238,9.752095445990562
9,1,24,32,0,1,62006,9.277201268821955,0.011927072890102863,9.752332244999707
7,1,24,32,0,1,62006,9.271672015078366,0.01212016399949789,9.752078806050122
2,1,24,32,0,1,62006,9.288533668033779,0.01263746339827776,9.735121233388782
17,1,24,32,0,1,62006,9.271149991080165,0.012119372375309467,9.752302750013769
1,1,24,32,0,1,62006,9.35370163898915,0.012429152615368366,9.75218184478581
