model,num_samples,sgx,gradient,num_threads,train_rows,train_time,test_rows,test_time,acc,f1
svm,40000,1,True,2,28000,3039407000,12000,6593000,1.0,1.0
svm,40000,1,True,2,28000,3038004000,12000,6605000,1.0,1.0
svm,40000,1,True,2,28000,3038204000,12000,6541000,1.0,1.0
svm,40000,1,True,2,28000,3037919000,12000,6573000,1.0,1.0
svm,40000,1,True,2,28000,3036725000,12000,6582000,1.0,1.0
svm,40000,1,True,2,28000,3035345000,12000,6564000,1.0,1.0
svm,40000,1,True,2,28000,3036687000,12000,6557000,1.0,1.0
svm,40000,1,True,2,28000,3561430000,12000,6588000,1.0,1.0
svm,50000,0,True,2,35000,591976173,15000,1608850,1.0,1.0
svm,50000,0,True,2,35000,575915333,15000,1545085,1.0,1.0
svm,50000,0,True,2,35000,582176425,15000,1535602,1.0,1.0
svm,50000,0,True,2,35000,595089582,15000,1542827,1.0,1.0
svm,50000,0,True,2,35000,600122214,15000,1547994,1.0,1.0
svm,50000,0,True,2,35000,592242764,15000,1543261,1.0,1.0
svm,50000,0,True,2,35000,565274917,15000,1554819,1.0,1.0
svm,50000,0,True,2,35000,568844490,15000,1548782,1.0,1.0
svm,50000,0,True,2,35000,593696508,15000,1553186,1.0,1.0
svm,50000,0,True,2,35000,569957699,15000,1583267,1.0,1.0
svm,50000,0,True,2,35000,577782746,15000,1534321,1.0,1.0
svm,50000,1,True,2,35000,3972820000,15000,27608000,1.0,1.0
svm,50000,1,True,2,35000,3596099000,15000,7880000,1.0,1.0
svm,50000,1,True,2,35000,3600939000,15000,7947000,1.0,1.0
svm,50000,1,True,2,35000,3597598000,15000,7935000,1.0,1.0
svm,50000,1,True,2,35000,3596505000,15000,7926000,1.0,1.0
svm,50000,1,True,2,35000,3596483000,15000,7899000,1.0,1.0
svm,50000,1,True,2,35000,3599746000,15000,7929000,1.0,1.0
svm,50000,1,True,2,35000,3595448000,15000,7896000,1.0,1.0
svm,50000,1,True,2,35000,3596914000,15000,7843000,1.0,1.0
svm,50000,1,True,2,35000,3595545000,15000,7950000,1.0,1.0
svm,50000,1,True,2,35000,3594923000,15000,7904000,1.0,1.0
svm,60000,0,True,2,42000,688383980,18000,1787476,1.0,1.0
svm,60000,0,True,2,42000,677278524,18000,1728119,1.0,1.0
svm,60000,0,True,2,42000,686769922,18000,1784940,1.0,1.0
svm,60000,0,True,2,42000,676298279,18000,1826509,1.0,1.0
svm,60000,0,True,2,42000,673026879,18000,1800360,1.0,1.0
svm,60000,0,True,2,42000,677241611,18000,1853653,1.0,1.0
svm,60000,0,True,2,42000,680293445,18000,1760673,1.0,1.0
svm,60000,0,True,2,42000,686519234,18000,1779360,1.0,1.0
svm,60000,0,True,2,42000,671233615,18000,1771693,1.0,1.0
svm,60000,0,True,2,42000,679195170,18000,1720957,1.0,1.0
svm,60000,0,True,2,42000,671394063,18000,1765389,1.0,1.0
svm,60000,1,True,2,42000,4899874000,18000,29484000,1.0,1.0
svm,60000,1,True,2,42000,4332401000,18000,9647000,1.0,1.0
svm,60000,1,True,2,42000,4329707000,18000,9690000,1.0,1.0
svm,60000,1,True,2,42000,4329229000,18000,9656000,1.0,1.0
svm,60000,1,True,2,42000,4333655000,18000,9645000,1.0,1.0
svm,60000,1,True,2,42000,4335275000,18000,9586000,1.0,1.0
svm,60000,1,True,2,42000,4328747000,18000,9594000,1.0,1.0
svm,60000,1,True,2,42000,4335787000,18000,9596000,1.0,1.0
svm,60000,1,True,2,42000,4329492000,18000,9616000,1.0,1.0
svm,60000,1,True,2,42000,4930317000,18000,9636000,1.0,1.0
svm,60000,1,True,2,42000,4244312000,18000,9622000,1.0,1.0
svm,70000,0,True,2,49000,772455129,21000,1999021,1.0,1.0
svm,70000,0,True,2,49000,780492950,21000,1968515,1.0,1.0
svm,70000,0,True,2,49000,775354326,21000,1971450,1.0,1.0
svm,70000,0,True,2,49000,766381754,21000,1923260,1.0,1.0
svm,70000,0,True,2,49000,758448345,21000,1933891,1.0,1.0
svm,70000,0,True,2,49000,774998527,21000,1960156,1.0,1.0
svm,70000,0,True,2,49000,776858295,21000,1966812,1.0,1.0
svm,70000,0,True,2,49000,757878891,21000,1931531,1.0,1.0
svm,70000,0,True,2,49000,779018769,21000,1936273,1.0,1.0
svm,70000,0,True,2,49000,768231036,21000,1943334,1.0,1.0
svm,70000,0,True,2,49000,770877702,21000,1947777,1.0,1.0
svm,70000,1,True,2,49000,5303090000,21000,30829000,1.0,1.0
svm,70000,1,True,2,49000,4747042000,21000,10891000,1.0,1.0
svm,70000,1,True,2,49000,4744159000,21000,10970000,1.0,1.0
svm,70000,1,True,2,49000,4747326000,21000,10879000,1.0,1.0
svm,70000,1,True,2,49000,4742369000,21000,10987000,1.0,1.0
svm,70000,1,True,2,49000,4735530000,21000,10886000,1.0,1.0
svm,70000,1,True,2,49000,4741036000,21000,10959000,1.0,1.0
svm,70000,1,True,2,49000,5466552000,21000,10885000,1.0,1.0
svm,70000,1,True,2,49000,4724566000,21000,10942000,1.0,1.0
svm,70000,1,True,2,49000,4723862000,21000,10941000,1.0,1.0
svm,70000,1,True,2,49000,4729271000,21000,10884000,1.0,1.0
svm,80000,0,True,2,56000,889259721,24000,2132756,1.0,1.0
svm,80000,0,True,2,56000,864589915,24000,2128207,1.0,1.0
svm,80000,0,True,2,56000,873725316,24000,2121615,1.0,1.0
svm,80000,0,True,2,56000,867207714,24000,2105573,1.0,1.0
svm,80000,0,True,2,56000,860238780,24000,2083964,1.0,1.0
svm,80000,0,True,2,56000,849021030,24000,2096447,1.0,1.0
svm,80000,0,True,2,56000,834041472,24000,2092794,1.0,1.0
svm,80000,0,True,2,56000,851504659,24000,2086745,1.0,1.0
svm,80000,0,True,2,56000,856630798,24000,2098020,1.0,1.0
svm,80000,0,True,2,56000,865128295,24000,2091006,1.0,1.0
svm,80000,0,True,2,56000,860842777,24000,2083319,1.0,1.0
